id;uuid;name of product/component/feature/subfeature;description;type;status;color_class
26810133;09ce30eb-d959-4756-80b8-df243d0cf699;DataGrid: Filtering discovery pattern;"Filtering of DataGrids is a challenge in app:

1. Maintaining experience consistency across at the app is hard technically and logistically\.

2. Our current UI patterns take up a lot of vertical pixels\. A more integrated, condensed pattern would make a real impact for end users\. We’re receiving complaints that the grids can fit enough rows on the screen\.

3. Our current UI patterns have some gaps\. In particular:

    1. Quickly setting, visualizing, and clearing active filters\.

    2. The layouts make it hard to associate a specific filter with a specific column\.


This quarter we will explore solutions from Vital\.

1. What are our filter patterns? Be clear and opinionated with design and code examples\.

2. Does Vital need to ship new or modified components? Integrating filters directly into the column headers may be appropriate?
";subfeature;Done (Archive);green
26810140;0342b99f-feeb-4a38-92e7-fbb50c1ba2b7;Imitation inputs: Create gen 2 version;"Continue the work started in Q1 with the gen 1 imitation inputs\.

This is a much larger project than the gen 1\. There are more types of gen 2 inputs and all are significantly more complex than gen 1 implementations\. This needs to be an ongoing project — similar to other team’s slow pay down of swat debt\. TBD what’s realistic to accomplish in Q2 along with other work\.
";feature;Backlog;smokeLight
26810225;7acefbc5-4ba1-4130-bd72-71241336a6bd;Create new popover component;"For technical reasons \(Blueprint 2 dependency\) and UX reasons \(feature limited and inaccessible\), we need to replace our popover base component and all popover-powered components \(`Tooltip`, `Popover`, `Dropdown`, `Toast`, `Dialog`, and all variants of `Select`, `MultiSelect`, and `Mindreader`\)\. Accomplishing all of that in a single release is impractical and unsafe\.

The goal this quarter is to stand-up a replacement popover base component, likely powered by [Floating UI](https://floating-ui.com/)\. From there, releasing updates for `Tooltip` and `Popover` are likely in scope\. Updates to others are more complex and unlikely to get past early planning and discovery\.

Updates to each consuming component will be planned on a case-by-case basis\. Some may be replace-in-place and others may require deprecations\.

[PRD](https://elationhealth.atlassian.net/wiki/spaces/DES/pages/2788622337)
";feature;Done (Archive);green
26820819;1eccdb00-387b-481b-b7e3-9171aae75e9f;Twilio Cost Reduction;"";feature;Backlog;smokeLight
26824723;a17be830-8959-41dc-bb97-de4473af419d;Display allergies and drug intolerances on medication list printout;"";feature;Backlog;smokeLight
26827187;ac5991d7-e42d-47fd-8c16-68b635adba37;Vital Select API enhancements;"## Why is this the right thing to work on? <span data-preserve-white-space></span>

I’ve found in my recent explorations of mindreader patterns and datagrid filters that minor tweaks to consumer implementations of MR/S \(mindreader/select\) and challenging to do quickly but have a large impact on the user experience\. Mindreader in particular is a poorly understood component and pattern throughout the org, which I have evidence of holding back designers from making the best UIs possible\. Further, even after a MR/S is implemented, it’s non-trivial to adjust the pattern due to poor documentation and exemplars\. Granted that most of the consumer challenges here are MR-related but that is exacerbated with MR having a different API from Select\. My hypothesis is that if we succeed in this work, Elation FE/Des staff will:

1. Be fluent in their MR/S options and how small changes in the microinteraction pattern can have outsized effects on the UX\.

2. Be better able to pivot their implementations during iterative design\. *We’ll need to infer this, I don’t know that it’s possible to observe or measure this enough to create a meaningful KR\.*

3. Be more free in selecting MRs as a preferred interaction pattern\. I believe that MR is mistakenly categorized as only for complex inputs, like a CPT code MR\.


## KRs

TKTK

## Scope of work

### Goal: It’s easy to for engineering teams to switch between MR/S variants

- Select3 and Mindreader3 have the same API\. <span data-preserve-white-space></span>

- MultiSelect3 and MultiSelectMindreader3 have the same API\. <span data-preserve-white-space></span>

- Docs show how to do this and why it’s possible\. <span data-preserve-white-space></span>

- KR: Count in time steps before and after\. <span data-preserve-white-space></span>


### Goal: Design, Engineering, and Product can easily understand and communicate about MR/S variants\. There is a shared language\. It’s easy to know which patterns are likely to be best for a given experience scenario\. <span data-preserve-white-space></span>

- Interactive demos for all MR/S variants exist in docusaurus, in a centralized location for comparison\. Demos are built using a rich, complex dataset to simulate real-world usage\. <span data-preserve-white-space></span>

    - Components: Select3, MultiSelect3, Mindreader3, MultiSelectMindreader3

    - All demos have robust code exemplars\. <span data-preserve-white-space></span>

    - All demos have robust Figma exemplars\. <span data-preserve-white-space></span>

- How is the end user experience worse today and how would it be better after? What’s the “cost” of having the wrong input element? Reframe in end-user terms\. Main OKR


### Goal: Design can easily anticipate and design for all MR/S microinteraction states\. Designers can communicate the nuance with Engineers easily via a shared language\. <span data-preserve-white-space></span>

- All MR/S variants have in-depth documentation on their microinteraction states\. <span data-preserve-white-space></span>
";feature;Backlog;smokeLight
26827189;d7718312-330a-489f-84d3-78b6a1de2111;Replace gen 1 inputs with imitation inputs;"Imitation inputs are created\.

1. Use them to replace references in Hippo\.

2. Remove gen 1 input code from Vital\.
";feature;Build Candidate;blueSecondary
26839266;59bdfe23-4a12-4d81-a546-819632119a9c;ERA Replatforming - Processing;"[PRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2802483208/PRD+-+Replatforming+ERA+processing+prior+to+Denial+Management)

<p></p>

As a pre\~\~requisite to Denial management we [decided](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2682749977/ADR001+~~+Rationale+for+refactoring+Elation+Billing) that we should replatform our ERA processing\.

This would involve:

- standing up a new service to handle ERA processing

- synchronizing claim data to new service to allow matching against claim data

- enable pubsub communication between:

    - Thor app and new service

    - EHR and new service


See [diagram](https://miro.com/app/live-embed/uXjVNYdylw8=/?moveToViewport=2030,3745,1863,1134&embedId=429392007334)
";feature;Done;green
26841569;44d62f63-aa21-4a64-9789-ec0a3fb2ede9;DataGrid improvements;"";feature;Done (Archive);green
26842118;92663ee3-2947-45e6-a07b-4b9a3e4d2e44;Prevent or flag duplicate medication threads;"";feature;Backlog;smokeLight
26842126;8df98055-1c86-41c9-b218-0f5fcc84fdaf;Ability to reassign Prescription Form drafts to other users;"";subfeature;Backlog;smokeLight
26842136;7466d535-302d-417c-ab6c-8bd1fe72cd96;Ability to link LOINCs together for continuity of result trending;"";subfeature;Backlog;smokeLight
26845508;68d5f724-bb00-474e-84ad-9c1b0b37f538;Archive or close orders that have been outstanding after a certain period of time;"";feature;Backlog;smokeLight
26845542;cebfd693-fceb-46b8-9951-34335a8b2cb0;Allow any kind of document to link to referral for fulfillment;"";subfeature;Backlog;smokeLight
26854496;b649becc-b183-43c0-879a-136cfcf7c7e2;Completed - CE;"";component;Backlog;smokeLight
26870447;e8706101-f4d8-4332-912e-918d4430ee89;Search by fax number and date;"";feature;Backlog;smokeLight
26894238;31ddb9c5-9aee-4b34-aadc-1eac7326fc7a;Technical Operations;"";product;Backlog;smokeLight
26894292;fb6695b6-c8a7-4a42-a006-bc71f4ed1343;PM Alignment and Efficiency Survey;"## 🎯 Outcome

Gathering data on the efficiency of PM will help us assess whether our efforts are indeed improving efficiency and enabling PM to focus on high\-impact enhancements\. Continual data collection is crucial for tracking KPIs in Product Operations\.

## 🧰 Scope

Develop and socialize PM Alignment and Efficiency Survey\. Once PM complete survey, collate data to use in benchmarking and KPI development\.

## 📅 Milestones

- May: <span data-preserve-white-space></span>

    - Build PM Alignment and Efficiency Survey and socialize with PM to have them complete it

    - Synthesize data and leverage it in Product Ops KPI <span data-preserve-white-space></span>

- Quarterly

    - Re\-send survey and track progress


## 👥 Project Team

- Ami

- PM team

";feature;Done;green
26894327;f00430e6-5800-42ea-9bd3-3f46ea7160f9;Productboard Portal prototype;"## 🎯 Outcome

The portal will have a dual purpose, serving as a customer\-facing roadmap that highlights what is currently under consideration, planned, and launched\. Additionally, it will function as an interface for gathering feedback and effectively closing the loop with our customers at scale\. Example Productboard's Portal we will mimic [here](https://portal.productboard.com/pb/1-productboard-portal/tabs/7-under-consideration)\.

## 🧰 Scope

Build a Portal consisting of items under consideration, planned within the next 6 months, as well as recently launched \(past 3 months\)\.

## 📅 Milestones

- May\-June: Connect with PMM on developing the Portal

- End of Q2\/Early Q3: v1 of built Portal

- By mid Q3: Socialize Portal internally and with customers


## 👥 Project Team

- Techops

- PMM

- PM

";feature;Done;green
26894332;7d9822b5-b585-44cd-85aa-4b6ea923c551;Release management process and playbook v1 - GTM process sketch;"## 🎯 Outcome

A streamlined release and launch management process with an accompanying playbook will enhance impact, velocity and adoption of our product investments\. <span data-preserve-white-space></span>

## 🧰 Scope

Defined process and artifacts \(playbook, launch collateral, templates\) with clear roles and responsibilities within Proddev and frontline teams\.

## 📅 Milestones

- May: Complete [high level process workflow](https://miro.com/app/board/uXjVKPsAcmU=/?moveToWidget=3458764589012756893&cot=14) \([google sheet version](https://docs.google.com/spreadsheets/d/10Ic6sM5xng0fpidmY9_DY3ekPvDY-5qLPM13HSgkE8Y/edit?gid=1264489290#gid=1264489290)\) and collect feedback from teams

- May\-June: Optimize task checklist and develop playbook

- July: Deliver enablement to Proddev and Frontline teams


## 👥 Project Team

- Ami Heller

- Michael Lock

- Lucy Li

- PM team

- PMM team

- Enablement team

";feature;Done;green
26894333;6f915ff1-a316-49ac-968b-5773a97a3bc7;Define Standardized Customer Cohorts;"## 🎯 Outcome

Create standardized customer cohorts for us to use for all feature releases as part of the larger standardized release process project\. <span data-preserve-white-space></span>

## 🧰 Scope

Define the Alpha, Beta and GA standardized cohorts for us to use in feature release <span data-preserve-white-space></span>

## 📅 Milestones \(Q3\)

<https://docs.google.com/document/d/1VMKsbFyLRHssv3vaugs90waVDhOjHUuBy-kprI6NqO4/edit?usp=sharing> <span data-preserve-white-space></span>

## 👥 Project Team

- Brenna <span data-preserve-white-space></span>

- Troy

- Choon <span data-preserve-white-space></span>

- Atha <span data-preserve-white-space></span>

- Patrick <span data-preserve-white-space></span>

- Kevin <span data-preserve-white-space></span>

- Andrea <span data-preserve-white-space></span>

";feature;Done;green
26894806;500d4b0d-40ec-424f-b0c9-604da891ac22;Quality;"Enable our ProdDev teams to build and ship high quality products at can communicate and demonstrate the status of their work within clear workstreams and automated reporting
";component;Backlog;smokeLight
26894808;97c28d82-56c9-4de6-843b-0de14a09dd42;Compliance;"";component;Backlog;smokeLight
26894812;cb98d8cd-02b0-4f7d-a606-17243a4c8e34;Prod Dev Efficiency;"";component;Backlog;smokeLight
26894817;53b79a30-83a3-4509-920c-627da3a59e62;Discovery;"Continuous Discovery: Enable timely and complete inputs and feedback loops to optimize product prioritization and strategic decision\-making\.  <span data-preserve-white-space></span>
";component;Backlog;smokeLight
26894819;ef38145c-ab3d-446a-aa73-108dab689832;Delivery;"";component;Backlog;smokeLight
26894826;5f8add1e-e64d-4b22-b6f3-6032aea3d3f0;Velocity;"";component;Backlog;smokeLight
26931212;c3cfdef0-e870-4e1a-bf74-7c54cd3afbf7;Faster experimentation workshop;"## 🎯 Outcome

Identify problems to solve and design experiments for them, and define the process requirements for faster experimentation at Elation\.

## 🧰 Scope

Each team completes the experimentation canvas and implements the experiment in their upcoming sprint\.

- Miro board below

- [Presentation](https://docs.google.com/presentation/d/19LIE6hTUuGEyH0draWl1E1wh14xruJ6t2Z8W1CnsYTI/edit#slide=id.g2b020dcac60_0_108)


## 📅 Milestones

- May 22: Prep with team

- May 29: Prep with team

- June 8: Workshop

- June 9: Follow\-up


## 👥 Project Team

- Ami Heller

- Ted Barnes

- Brian Esser

- Able Hsu


<p></p>

<p></p>

<p></p>

[Embedded content](https://miro.com/app/live-embed/uXjVKQpGRck=/?moveToWidget=3458764588502787106&cot=14&embedMode=view_only_without_ui)

<p></p>
";feature;Done;green
26931716;a685a2b8-3749-437a-ba80-a71919e06b5f;Automated Jira Release Notes (w/ daily deployment);"## 🎯 Outcome

At the end of Q2, we will be rolling out daily deployment which will allow us to release daily and avoid future hotfix releases\. To successfully transition to daily deployment we are updating our internal release notes process to ensure we're providing accurate deploy\/release status and an updated release notes dashboard for our customer\-facing teams to absorb up\-to\-date feature releases\.   <span data-preserve-white-space></span>

## 🧰 Scope

Updated internal release notes that communicate deployment and release status with the rollout of daily deployment\. <span data-preserve-white-space></span>

<p></p>

## 📅 Milestones

- [Project Plan \(WIP\) ](https://docs.google.com/document/d/1lQlFDkiYVBsBAGWFd4PmrnU7TZ51rEqh9mWXOiMGiWw/edit?usp=sharing)


## 👥 Project Team

- Troy

- Patrick

- Ami

- Abby

- Merrit <span data-preserve-white-space></span>

- Michael <span data-preserve-white-space></span>


<p></p>
";feature;Done;green
